,FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN_SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES
0,01/01/2015 12:00:00 AM,2015,1,Jue,02:10:00:PM,Con heridos,Choque,VIA_40_CON_77,1.0,,1
1,01/01/2015 12:00:00 AM,2015,1,Jue,02:15:00:PM,Solo daños,Choque,CALLE_14_CR_13,,,1
2,01/01/2015 12:00:00 AM,2015,1,Jue,02:20:00:PM,Solo daños,Choque,CALLE_74_CR_38C,,,1
3,01/01/2015 12:00:00 AM,2015,1,Jue,03:30:00:PM,Con heridos,Choque,CALLE_45_CR_19,2.0,,1
4,01/01/2015 12:00:00 AM,2015,1,Jue,04:20:00:AM,Solo daños,Choque,CRA_15_CALLE_21,,,1
5,01/01/2015 12:00:00 AM,2015,1,Jue,04:40:00:PM,Con heridos,Choque,CRA_14_CALLE_35,2.0,,1
6,01/01/2015 12:00:00 AM,2015,1,Jue,04:50:00:PM,Con heridos,Atropello,CRA_6_CALLE_90,1.0,,1
7,01/01/2015 12:00:00 AM,2015,1,Jue,06:00:00:AM,Solo daños,Choque,CRA_6_CALLE_92,,,1
8,01/01/2015 12:00:00 AM,2015,1,Jue,07:50:00:PM,Solo daños,Choque,CALLE_99_CR_56,,,1
9,01/01/2015 12:00:00 AM,2015,1,Jue,09:25:00:PM,Solo daños,Choque,CALLE_47_CR_24,,,1
10,01/02/2015 12:00:00 AM,2015,1,Vie,01:00:00:PM,Solo daños,Choque,CALLE_64_CRA_44,,,1
11,01/02/2015 12:00:00 AM,2015,1,Vie,03:10:00:PM,Solo daños,Choque,CALLE_110_CR_51B,,,1
12,01/02/2015 12:00:00 AM,2015,1,Vie,04:00:00:PM,Solo daños,Choque,CALLE_80_CR_42H,,,1
13,01/02/2015 12:00:00 AM,2015,1,Vie,04:05:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CR_43_Y_CR_46,,,1
14,01/02/2015 12:00:00 AM,2015,1,Vie,04:20:00:AM,Con muertos,Atropello,CALLE_19_CRA_1,,1.0,1
15,01/02/2015 12:00:00 AM,2015,1,Vie,04:40:00:PM,Solo daños,Choque,CR_46_CALLE_79,,,1
16,01/02/2015 12:00:00 AM,2015,1,Vie,05:19:00:PM,Solo daños,Choque,CALLE_72_CR_53,,,1
17,01/02/2015 12:00:00 AM,2015,1,Vie,05:45:00:PM,Solo daños,Choque,CALLE_53_CRA_46,,,1
18,01/02/2015 12:00:00 AM,2015,1,Vie,06:30:00:PM,Solo daños,Choque,CR_53_CALLE_82,,,1
19,01/02/2015 12:00:00 AM,2015,1,Vie,07:40:00:AM,Solo daños,Choque,CR_27_CALLE_38,,,1
20,01/02/2015 12:00:00 AM,2015,1,Vie,08:15:00:AM,Solo daños,Choque,CRA_14_CALLE_38B,,,1
21,01/02/2015 12:00:00 AM,2015,1,Vie,09:00:00:AM,Solo daños,Choque,CALLE_64_CR_47,,,1
22,01/02/2015 12:00:00 AM,2015,1,Vie,09:30:00:PM,Solo daños,Choque,CALLE_87_CRA_9G,,,1
23,01/03/2015 12:00:00 AM,2015,1,Sáb,01:50:00:PM,Solo daños,Choque,CALLE_70_CR_53,,,1
24,01/03/2015 12:00:00 AM,2015,1,Sáb,02:30:00:PM,Solo daños,Choque,CALLE_86_CR_59B,,,1
25,01/03/2015 12:00:00 AM,2015,1,Sáb,03:00:00:PM,Solo daños,Choque,CRA_44_CALLE_59,,,1
26,01/03/2015 12:00:00 AM,2015,1,Sáb,03:50:00:PM,Solo daños,Choque,CALLE_53D_CRA_14,,,1
27,01/03/2015 12:00:00 AM,2015,1,Sáb,05:30:00:PM,Solo daños,Choque,CRA_44_CALLE_48,,,1
28,01/03/2015 12:00:00 AM,2015,1,Sáb,08:00:00:AM,Solo daños,Choque,CALLE_C98_CRA_51B,,,1
29,01/03/2015 12:00:00 AM,2015,1,Sáb,08:00:00:PM,Solo daños,Choque,CALLE_96_CR_4,,,1
30,01/03/2015 12:00:00 AM,2015,1,Sáb,09:00:00:AM,Solo daños,Choque,CR_42H_CALLE_84B,,,1
31,01/03/2015 12:00:00 AM,2015,1,Sáb,10:51:00:PM,Solo daños,Choque,CR_42_CALLE_76,,,1
32,01/03/2015 12:00:00 AM,2015,1,Sáb,11:00:00:PM,Solo daños,Choque,AVENIDA_110_CRA_15,,,1
33,01/03/2015 12:00:00 AM,2015,1,Sáb,12:30:00:PM,Solo daños,Choque,CALLE_76_CRA_60,,,1
34,01/04/2015 12:00:00 AM,2015,1,Dom,01:00:00:AM,Solo daños,Choque,CALLE_82_CR_59,,,1
35,01/04/2015 12:00:00 AM,2015,1,Dom,02:45:00:AM,Con heridos,Choque,CRA_24_CALLE_53D,1.0,,1
36,01/04/2015 12:00:00 AM,2015,1,Dom,03:10:00:PM,Solo daños,Choque,CR_30_CALLE_47,,,1
37,01/04/2015 12:00:00 AM,2015,1,Dom,03:24:00:AM,Solo daños,Choque,CALLE_110_CR_9G,,,1
38,01/04/2015 12:00:00 AM,2015,1,Dom,03:30:00:PM,Solo daños,Choque,CR_22_48_46,,,1
39,01/04/2015 12:00:00 AM,2015,1,Dom,07:00:00:PM,Solo daños,Choque,CRA_23_CALLE_57,,,1
40,01/04/2015 12:00:00 AM,2015,1,Dom,11:40:00:AM,Solo daños,Choque,CALLE_94_CR_3B,,,1
41,01/05/2015 12:00:00 AM,2015,1,Lun,02:20:00:PM,Solo daños,Choque,CALLE_53_CRA_50_21,,,1
42,01/05/2015 12:00:00 AM,2015,1,Lun,02:30:00:PM,Solo daños,Choque,CALLE_99_CRA_53,,,1
43,01/05/2015 12:00:00 AM,2015,1,Lun,04:00:00:PM,Solo daños,Choque,CALLE_45_CRA_36,,,1
44,01/05/2015 12:00:00 AM,2015,1,Lun,04:50:00:PM,Con heridos,Choque,CALLE_C30_CRA_6,1.0,,1
45,01/05/2015 12:00:00 AM,2015,1,Lun,06:30:00:PM,Solo daños,Choque,CR_39_CALLE_73,,,1
46,01/05/2015 12:00:00 AM,2015,1,Lun,07:00:00:AM,Solo daños,Choque,CALLE_40_25_07,,,1
47,01/05/2015 12:00:00 AM,2015,1,Lun,07:40:00:AM,Solo daños,Choque,CALLE_79_CRA_53,,,1
48,01/05/2015 12:00:00 AM,2015,1,Lun,08:00:00:AM,Solo daños,Choque,CALLE_41_CR_7C,,,1
49,01/05/2015 12:00:00 AM,2015,1,Lun,08:15:00:AM,Solo daños,Choque,CR_38_34_13,,,1
50,01/05/2015 12:00:00 AM,2015,1,Lun,10:20:00:AM,Solo daños,Choque,CRA_52_CALLE_86,,,1
51,01/05/2015 12:00:00 AM,2015,1,Lun,10:40:00:AM,Solo daños,Choque,CR_43_CALLE_48_Y_CALLE_50,,,1
52,01/05/2015 12:00:00 AM,2015,1,Lun,12:00:00:PM,Solo daños,Choque,CARRERA_27_CALLE_70,,,1
53,01/05/2015 12:00:00 AM,2015,1,Lun,12:30:00:PM,Con heridos,Choque,CALLE_75_CR_72,1.0,,1
54,01/05/2015 12:00:00 AM,2015,1,Lun,12:30:00:PM,Solo daños,Choque,CALLE_37_CR_25,,,1
55,01/06/2015 12:00:00 AM,2015,1,Mar,01:35:00:PM,Solo daños,Choque,CALLE_80_CRA_49C,,,1
56,01/06/2015 12:00:00 AM,2015,1,Mar,03:15:00:PM,Solo daños,Choque,CALLE_95_CR_49D,,,1
57,01/06/2015 12:00:00 AM,2015,1,Mar,03:40:00:PM,Solo daños,Choque,CRA_49C_CALLE_91,,,1
58,01/06/2015 12:00:00 AM,2015,1,Mar,03:50:00:PM,Solo daños,Choque,VIA_40_CALLE_79,,,1
59,01/06/2015 12:00:00 AM,2015,1,Mar,04:45:00:PM,Solo daños,Choque,CRA_43_CALLE_80,,,1
60,01/06/2015 12:00:00 AM,2015,1,Mar,06:10:00:PM,Solo daños,Choque,CALLE_74_CR_56,,,1
61,01/06/2015 12:00:00 AM,2015,1,Mar,06:15:00:PM,Con heridos,Choque,CALLE_114_CR_11,1.0,,1
62,01/06/2015 12:00:00 AM,2015,1,Mar,07:55:00:AM,Solo daños,Choque,CALLE_76_CR_39,,,1
63,01/06/2015 12:00:00 AM,2015,1,Mar,08:30:00:AM,Solo daños,Choque,CR_40_CALLE_33,,,1
64,01/06/2015 12:00:00 AM,2015,1,Mar,09:20:00:AM,Solo daños,Choque,CALLE_70_CR_60,,,1
65,01/06/2015 12:00:00 AM,2015,1,Mar,10:40:00:AM,Solo daños,Choque,CALLE_110_12F_29,,,1
66,01/06/2015 12:00:00 AM,2015,1,Mar,12:15:00:PM,Solo daños,Otro,VIA_40_CALLE_85,,,1
67,01/07/2015 12:00:00 AM,2015,1,Mié,01:25:00:PM,Solo daños,Choque,CALLE_19_CRA_2C,,,1
68,01/07/2015 12:00:00 AM,2015,1,Mié,01:50:00:PM,Con heridos,Choque,CALLE_68B_CRA_26B,1.0,,1
69,01/07/2015 12:00:00 AM,2015,1,Mié,03:00:00:PM,Solo daños,Choque,CALLE_90_CRA_2,,,1
70,01/07/2015 12:00:00 AM,2015,1,Mié,05:15:00:PM,Solo daños,Choque,CALLE_74_58_26,,,1
71,01/07/2015 12:00:00 AM,2015,1,Mié,06:10:00:AM,Con heridos,Choque,CRA_50_CALLE_45,2.0,,1
72,01/07/2015 12:00:00 AM,2015,1,Mié,06:20:00:PM,Solo daños,Choque,CRA_38_CALLE_70B,,,1
73,01/07/2015 12:00:00 AM,2015,1,Mié,06:50:00:PM,Solo daños,Choque,CRA_60_CALLE_79,,,1
74,01/07/2015 12:00:00 AM,2015,1,Mié,06:59:00:AM,Solo daños,Choque,CALLE_84B_CR_39A,,,1
75,01/07/2015 12:00:00 AM,2015,1,Mié,07:30:00:AM,Solo daños,Choque,AVENIDA_110_CRA_15,,,1
76,01/07/2015 12:00:00 AM,2015,1,Mié,08:10:00:AM,Solo daños,Choque,CR38_CALLE_43,,,1
77,01/07/2015 12:00:00 AM,2015,1,Mié,09:10:00:AM,Solo daños,Choque,CALLE_17_CRA_8,,,1
78,01/07/2015 12:00:00 AM,2015,1,Mié,09:50:00:AM,Solo daños,Choque,cCALLE_70C_CRA_25B,,,1
79,01/07/2015 12:00:00 AM,2015,1,Mié,10:30:00:AM,Solo daños,Choque,CALLE_47_CR_20,,,1
80,01/07/2015 12:00:00 AM,2015,1,Mié,11:25:00:AM,Con heridos,Volcamiento,CR_50_CALLE_43,2.0,,1
81,01/07/2015 12:00:00 AM,2015,1,Mié,11:45:00:AM,Con heridos,Choque,CR_14_CALLE_63,2.0,,1
82,01/07/2015 12:00:00 AM,2015,1,Mié,12:10:00:PM,Solo daños,Choque,CALLE_30_CRA_10,,,1
83,01/08/2015 12:00:00 AM,2015,1,Jue,01:30:00:PM,Solo daños,Choque,CALLE_47_CRA_32,,,1
84,01/08/2015 12:00:00 AM,2015,1,Jue,02:00:00:PM,Solo daños,Choque,CALLE_19_CRA_8,,,1
85,01/08/2015 12:00:00 AM,2015,1,Jue,03:20:00:PM,Solo daños,Choque,CALLE_27_CRA_63B,,,1
86,01/08/2015 12:00:00 AM,2015,1,Jue,03:40:00:PM,Solo daños,Choque,CALLE_98_CR_52C,,,1
87,01/08/2015 12:00:00 AM,2015,1,Jue,05:00:00:PM,Con heridos,Choque,CR_44_CALLE_57,1.0,,1
88,01/08/2015 12:00:00 AM,2015,1,Jue,06:20:00:AM,Solo daños,Choque,CRA_22_CALLE_47B,,,1
89,01/08/2015 12:00:00 AM,2015,1,Jue,06:45:00:AM,Solo daños,Choque,CALLE_84_CRA_57,,,1
90,01/08/2015 12:00:00 AM,2015,1,Jue,06:55:00:AM,Solo daños,Choque,CALLE_70C_CRA_26D,,,1
91,01/08/2015 12:00:00 AM,2015,1,Jue,07:00:00:PM,Solo daños,Choque,AVENIDA_110_VIA_40,,,1
92,01/08/2015 12:00:00 AM,2015,1,Jue,07:20:00:PM,Solo daños,Choque,CALLE_72_CRA_41B,,,1
93,01/08/2015 12:00:00 AM,2015,1,Jue,09:10:00:PM,Con heridos,Choque,CRA_21_CALLE_41,1.0,,1
94,01/08/2015 12:00:00 AM,2015,1,Jue,11:00:00:PM,Solo daños,Choque,CALLE_72_CRA_38,,,1
95,01/08/2015 12:00:00 AM,2015,1,Jue,11:10:00:AM,Con heridos,Choque,CALLE_110_CRA_31,1.0,,1
96,01/08/2015 12:00:00 AM,2015,1,Jue,11:30:00:AM,Solo daños,Choque,CALLE_72_CRA_58,,,1
97,01/09/2015 12:00:00 AM,2015,1,Vie,03:10:00:PM,Solo daños,Choque,CARRERA_53_CALLE_61_109,,,1
98,01/09/2015 12:00:00 AM,2015,1,Vie,04:50:00:PM,Solo daños,Choque,CR_53_82_253,,,1
99,01/09/2015 12:00:00 AM,2015,1,Vie,05:40:00:PM,Solo daños,Choque,CRA_50_CALLE_80,,,1
100,01/09/2015 12:00:00 AM,2015,1,Vie,06:00:00:PM,Solo daños,Choque,CALLE_30_CRA_46,,,1
101,01/09/2015 12:00:00 AM,2015,1,Vie,06:10:00:PM,Solo daños,Choque,CALLE_92_CRA_40A,,,1
102,01/09/2015 12:00:00 AM,2015,1,Vie,06:20:00:PM,Solo daños,Choque,CALLE_17_CRA_33,,,1
103,01/09/2015 12:00:00 AM,2015,1,Vie,07:52:00:AM,Solo daños,Choque,CALLE_17_CR_22,,,1
104,01/09/2015 12:00:00 AM,2015,1,Vie,08:50:00:AM,Solo daños,Choque,CALLE_45_CRA_8D,,,1
105,01/09/2015 12:00:00 AM,2015,1,Vie,09:00:00:AM,Solo daños,Choque,CALLE_82_CRA_53,,,1
106,01/09/2015 12:00:00 AM,2015,1,Vie,10:15:00:AM,Solo daños,Choque,CALLE_35_CRA_33,,,1
107,01/09/2015 12:00:00 AM,2015,1,Vie,11:00:00:AM,Solo daños,Choque,CALLE_106_CRA_50,,,1
108,01/09/2015 12:00:00 AM,2015,1,Vie,11:25:00:AM,Solo daños,Choque,CONCENTRADOS_DEL_NORTE_UBICADO_EN_LA_CRA_42_CALLE_7,,,1
109,01/10/2015 12:00:00 AM,2015,1,Sáb,01:00:00:PM,Con heridos,Choque,CALLE_110_CR_13,2.0,,1
110,01/10/2015 12:00:00 AM,2015,1,Sáb,01:40:00:PM,Solo daños,Choque,CRA_4_CALLE_35,,,1
111,01/10/2015 12:00:00 AM,2015,1,Sáb,02:10:00:PM,Solo daños,Choque,CALLE_98_CRA_59B,,,1
112,01/10/2015 12:00:00 AM,2015,1,Sáb,03:10:00:PM,Solo daños,Choque,CRA_42F_CALLE_79,,,1
113,01/10/2015 12:00:00 AM,2015,1,Sáb,04:10:00:AM,Con heridos,Atropello,AV_CIRCUNVALAR_CALLE_47B,2.0,,1
114,01/10/2015 12:00:00 AM,2015,1,Sáb,04:14:00:PM,Solo daños,Choque,CALLE_45B_CRA_13C,,,1
115,01/10/2015 12:00:00 AM,2015,1,Sáb,04:40:00:PM,Solo daños,Choque,CALLE_63B_CR_28,,,1
116,01/10/2015 12:00:00 AM,2015,1,Sáb,05:00:00:AM,Con heridos,Choque,CALLE_49_1A_41,2.0,,1
117,01/10/2015 12:00:00 AM,2015,1,Sáb,08:00:00:AM,Solo daños,Choque,CALLE_30_CRA_6B,,,1
118,01/10/2015 12:00:00 AM,2015,1,Sáb,08:30:00:AM,Con heridos,Atropello,AVENIDA_47_CALLE_60,1.0,,1
119,01/10/2015 12:00:00 AM,2015,1,Sáb,09:10:00:AM,Solo daños,Choque,CRA_45_CALLE_84,,,1
120,01/10/2015 12:00:00 AM,2015,1,Sáb,10:50:00:AM,Solo daños,Choque,CRA_38_CALLE_54,,,1
121,01/10/2015 12:00:00 AM,2015,1,Sáb,12:10:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CR_46,,,1
122,01/10/2015 12:00:00 AM,2015,1,Sáb,12:30:00:PM,Solo daños,Choque,CRA_27_CALLE_39,,,1
123,01/10/2015 12:00:00 AM,2015,1,Sáb,12:30:00:PM,Solo daños,Choque,VIA_40_CALLE_68B,,,1
124,01/11/2015 12:00:00 AM,2015,1,Dom,02:00:00:PM,Solo daños,Choque,AVENIDA_DEL_RIO_KM_1_+_100,,,1
125,01/11/2015 12:00:00 AM,2015,1,Dom,02:30:00:PM,Solo daños,Choque,CALLE_17_CR_8,,,1
126,01/11/2015 12:00:00 AM,2015,1,Dom,02:30:00:PM,Solo daños,Choque,CR_42_CALLE_99A,,,1
127,01/11/2015 12:00:00 AM,2015,1,Dom,04:00:00:PM,Solo daños,Choque,CRA_31_CALLE_69C,,,1
128,01/11/2015 12:00:00 AM,2015,1,Dom,07:30:00:AM,Solo daños,Choque,CALLE_45_MURILLO_CON_1,,,1
129,01/11/2015 12:00:00 AM,2015,1,Dom,09:00:00:AM,Solo daños,Choque,CRA_50_CALLE_43,,,1
130,01/11/2015 12:00:00 AM,2015,1,Dom,10:00:00:PM,Solo daños,Choque,CRA_51B_CALLE_100,,,1
131,01/11/2015 12:00:00 AM,2015,1,Dom,10:15:00:PM,Con heridos,Choque,CR_38_CALLE_54,2.0,,1
132,01/11/2015 12:00:00 AM,2015,1,Dom,11:00:00:AM,Solo daños,Choque,AV_CIRCUNVALAR_CR_26,,,1
133,01/11/2015 12:00:00 AM,2015,1,Dom,12:00:00:PM,Solo daños,Choque,CRA_38_CALLE_80,,,1
134,01/12/2015 12:00:00 AM,2015,1,Lun,02:00:00:PM,Con heridos,Choque,CR_8G_CALLE_50A,1.0,,1
135,01/12/2015 12:00:00 AM,2015,1,Lun,03:30:00:PM,Con heridos,Choque,CALLE_47_CRA_9,4.0,,1
136,01/12/2015 12:00:00 AM,2015,1,Lun,04:00:00:AM,Solo daños,Choque,CA_38_CALLE_56,,,1
137,01/12/2015 12:00:00 AM,2015,1,Lun,04:10:00:PM,Solo daños,Choque,CALLE_49_CRA_2C,,,1
138,01/12/2015 12:00:00 AM,2015,1,Lun,05:00:00:PM,Solo daños,Choque,CALLE_71_CRA_41,,,1
139,01/12/2015 12:00:00 AM,2015,1,Lun,05:40:00:PM,Solo daños,Choque,CALLE_82_CR_42G,,,1
140,01/12/2015 12:00:00 AM,2015,1,Lun,08:00:00:PM,Solo daños,Choque,CALLE_45_AVENIDA_110,,,1
141,01/12/2015 12:00:00 AM,2015,1,Lun,08:10:00:PM,Solo daños,Choque,CALLE_45_CR_8A,,,1
142,01/12/2015 12:00:00 AM,2015,1,Lun,11:30:00:PM,Solo daños,Choque,AV_CIRCUNVALAR_CR_15_SUR,,,1
143,01/12/2015 12:00:00 AM,2015,1,Lun,12:00:00:PM,Solo daños,Choque,CALLE_94_CR_52B,,,1
144,01/13/2015 12:00:00 AM,2015,1,Mar,02:30:00:PM,Solo daños,Choque,VIA_40_CALLE_85B,,,1
145,01/13/2015 12:00:00 AM,2015,1,Mar,05:00:00:AM,Solo daños,Choque,CALLE_73_CRA_26A,,,1
146,01/13/2015 12:00:00 AM,2015,1,Mar,07:00:00:AM,Solo daños,Choque,CALLE_4_CR_64,,,1
147,01/13/2015 12:00:00 AM,2015,1,Mar,07:00:00:AM,Solo daños,Choque,CALLE_94_CR_65,,,1
148,01/13/2015 12:00:00 AM,2015,1,Mar,07:00:00:PM,Solo daños,Choque,CALLE_30_CRA_27,,,1
149,01/13/2015 12:00:00 AM,2015,1,Mar,07:30:00:AM,Solo daños,Choque,AV_CIRCUNVALAR_ENTRADA_20_DE_JULIO,,,1
150,01/13/2015 12:00:00 AM,2015,1,Mar,07:35:00:PM,Solo daños,Choque,CALLE_30_CRA_11,,,1
151,01/13/2015 12:00:00 AM,2015,1,Mar,07:40:00:AM,Con heridos,Caida Ocupante,CR_27_CALLE_105,1.0,,1
152,01/13/2015 12:00:00 AM,2015,1,Mar,08:30:00:AM,Solo daños,Choque,VIA_40_CALLE_106,,,1
153,01/13/2015 12:00:00 AM,2015,1,Mar,09:00:00:AM,Solo daños,Choque,CRA_9J_DAIG_68,,,1
154,01/13/2015 12:00:00 AM,2015,1,Mar,10:40:00:AM,Con heridos,Caida Ocupante,CALLE_74_47_68,1.0,,1
155,01/13/2015 12:00:00 AM,2015,1,Mar,11:20:00:AM,Con heridos,Atropello,CALLE_82_CRA_46,1.0,,1
156,01/14/2015 12:00:00 AM,2015,1,Mié,04:45:00:PM,Solo daños,Choque,CALLE_72_CRA_38,,,1
157,01/14/2015 12:00:00 AM,2015,1,Mié,05:44:00:PM,Solo daños,Choque,CR_45_CALLE_32,,,1
158,01/14/2015 12:00:00 AM,2015,1,Mié,06:30:00:AM,Solo daños,Choque,CALLE_75_CR_53,,,1
159,01/14/2015 12:00:00 AM,2015,1,Mié,07:00:00:PM,Solo daños,Choque,CRA_67_CALLE_84,,,1
160,01/14/2015 12:00:00 AM,2015,1,Mié,07:02:00:AM,Solo daños,Choque,CALLE_85_CR_57,,,1
161,01/14/2015 12:00:00 AM,2015,1,Mié,07:30:00:PM,Con heridos,Choque,CALLE_6_CRA_46,2.0,,1
162,01/14/2015 12:00:00 AM,2015,1,Mié,10:00:00:AM,Solo daños,Choque,CR_32_CALLE_36,,,1
163,01/15/2015 12:00:00 AM,2015,1,Jue,01:00:00:PM,Solo daños,Choque,CRA_45_CALLE_45,,,1
164,01/15/2015 12:00:00 AM,2015,1,Jue,01:20:00:PM,Solo daños,Choque,CALLE_110_CR_93,,,1
165,01/15/2015 12:00:00 AM,2015,1,Jue,01:50:00:PM,Solo daños,Choque,ESTACION_DE_SERVICIO_PETROMIL_DE_LA_CALLE_30_CR_32,,,1
166,01/15/2015 12:00:00 AM,2015,1,Jue,02:15:00:PM,Con heridos,Atropello,CALLE_90_CR_2C,2.0,,1
167,01/15/2015 12:00:00 AM,2015,1,Jue,03:00:00:PM,Solo daños,Choque,VIA_40_CALLE_77,,,1
168,01/15/2015 12:00:00 AM,2015,1,Jue,03:33:00:PM,Solo daños,Choque,CRA_54_CALLE_59,,,1
169,01/15/2015 12:00:00 AM,2015,1,Jue,04:00:00:PM,Solo daños,Choque,CALLE_90_CR_49C,,,1
170,01/15/2015 12:00:00 AM,2015,1,Jue,04:00:00:PM,Solo daños,Choque,CR_18_CALLE_39,,,1
171,01/15/2015 12:00:00 AM,2015,1,Jue,04:35:00:PM,Con heridos,Choque,CRA_43_CALLE_8F,2.0,,1
172,01/15/2015 12:00:00 AM,2015,1,Jue,04:37:00:PM,Solo daños,Choque,CRA_13C_CALLE_36B,,,1
173,01/15/2015 12:00:00 AM,2015,1,Jue,04:50:00:PM,Solo daños,Choque,CR_38_CALLE_45,,,1
174,01/15/2015 12:00:00 AM,2015,1,Jue,05:25:00:PM,Solo daños,Choque,CRA_53_CALLE_75,,,1
175,01/15/2015 12:00:00 AM,2015,1,Jue,05:50:00:AM,Solo daños,Choque,CALLE_79_CR_75,,,1
176,01/15/2015 12:00:00 AM,2015,1,Jue,06:40:00:PM,Solo daños,Choque,CRA_47_CALLE_84,,,1
177,01/15/2015 12:00:00 AM,2015,1,Jue,07:50:00:AM,Solo daños,Choque,CR_58_75_58,,,1
178,01/15/2015 12:00:00 AM,2015,1,Jue,08:40:00:AM,Solo daños,Choque,CALLE_63B_CR_25,,,1
179,01/15/2015 12:00:00 AM,2015,1,Jue,11:20:00:AM,Solo daños,Otro,CRA_51_CALLE_76,,,1
180,01/15/2015 12:00:00 AM,2015,1,Jue,12:10:00:PM,Solo daños,Choque,CRA_42H_CALLE_80,,,1
181,01/16/2015 12:00:00 AM,2015,1,Vie,01:20:00:PM,Solo daños,Choque,CALLE_110_5B_113,,,1
182,01/16/2015 12:00:00 AM,2015,1,Vie,02:15:00:PM,Solo daños,Choque,CR_45_CALLE_80,,,1
183,01/16/2015 12:00:00 AM,2015,1,Vie,04:10:00:PM,Solo daños,Choque,CALLE_75_CRA_54,,,1
184,01/16/2015 12:00:00 AM,2015,1,Vie,04:30:00:PM,Solo daños,Choque,CALLE_50_CRA_10_SUR,,,1
185,01/16/2015 12:00:00 AM,2015,1,Vie,06:20:00:PM,Solo daños,Choque,CALLE_85_CRA_53,,,1
186,01/16/2015 12:00:00 AM,2015,1,Vie,06:40:00:AM,Solo daños,Choque,CRA_9_CALLE_5,,,1
187,01/16/2015 12:00:00 AM,2015,1,Vie,07:10:00:PM,Solo daños,Choque,CRA_38_CALLE_77,,,1
188,01/16/2015 12:00:00 AM,2015,1,Vie,07:15:00:AM,Solo daños,Choque,VIA_JUAN_MINA_ENTRADA_PINAL_DEL_RIO,,,1
189,01/16/2015 12:00:00 AM,2015,1,Vie,07:30:00:AM,Solo daños,Choque,CALLE_75_CRA_59,,,1
190,01/16/2015 12:00:00 AM,2015,1,Vie,07:40:00:AM,Solo daños,Choque,CALLE_47_CR_25,,,1
191,01/16/2015 12:00:00 AM,2015,1,Vie,08:05:00:AM,Solo daños,Choque,CALLE_64_46_106,,,1
192,01/16/2015 12:00:00 AM,2015,1,Vie,08:30:00:AM,Solo daños,Choque,CALLE_76_CRA_65,,,1
193,01/16/2015 12:00:00 AM,2015,1,Vie,08:40:00:AM,Solo daños,Choque,VIA_40_78B_190,,,1
194,01/16/2015 12:00:00 AM,2015,1,Vie,09:30:00:PM,Solo daños,Choque,CR_47_CALLE_75,,,1
195,01/16/2015 12:00:00 AM,2015,1,Vie,10:00:00:AM,Con heridos,Choque,CRA_64C_CALLE_86,2.0,,1
196,01/16/2015 12:00:00 AM,2015,1,Vie,11:30:00:AM,Solo daños,Choque,CALLE_75_CRA_57,,,1
197,01/16/2015 12:00:00 AM,2015,1,Vie,11:40:00:AM,Con heridos,Atropello,AV_CIRCUNVALAR_ENTRADA_20_DE_JULIO,2.0,,1
198,01/16/2015 12:00:00 AM,2015,1,Vie,12:20:00:PM,Solo daños,Choque,CRA_24_CALLE_63B,,,1
199,01/17/2015 12:00:00 AM,2015,1,Sáb,01:00:00:PM,Solo daños,Choque,CALLE_70_CRA_45,,,1
200,01/17/2015 12:00:00 AM,2015,1,Sáb,01:20:00:AM,Solo daños,Choque,CALLE_76_CRA_47,,,1
201,01/17/2015 12:00:00 AM,2015,1,Sáb,01:20:00:PM,Solo daños,Choque,VIA_40_CRA_68,,,1
202,01/17/2015 12:00:00 AM,2015,1,Sáb,01:30:00:PM,Solo daños,Choque,CALLE_19_3B_21,,,1
203,01/17/2015 12:00:00 AM,2015,1,Sáb,02:00:00:PM,Solo daños,Choque,CR_50_CALLE_43,,,1
204,01/17/2015 12:00:00 AM,2015,1,Sáb,02:15:00:PM,Solo daños,Choque,CALLE_98_A_49D_104,,,1
205,01/17/2015 12:00:00 AM,2015,1,Sáb,02:20:00:PM,Solo daños,Choque,AVENIDA_110_CALLE_47,,,1
206,01/17/2015 12:00:00 AM,2015,1,Sáb,02:20:00:PM,Solo daños,Choque,CALLE_17_CRA_17,,,1
207,01/17/2015 12:00:00 AM,2015,1,Sáb,02:25:00:PM,Solo daños,Choque,CR_41D_CALLE_75B,,,1
208,01/17/2015 12:00:00 AM,2015,1,Sáb,03:10:00:PM,Solo daños,Choque,AVENIDA_110_CRA_10,,,1
209,01/17/2015 12:00:00 AM,2015,1,Sáb,04:09:00:PM,Con heridos,Choque,AV_CIRCUNVALAR_CALLE_48C,3.0,,1
210,01/17/2015 12:00:00 AM,2015,1,Sáb,06:45:00:PM,Solo daños,Choque,CALLE_86_CRA_65,,,1
211,01/17/2015 12:00:00 AM,2015,1,Sáb,07:15:00:PM,Solo daños,Choque,CALLE_75_CRA_47,,,1
212,01/17/2015 12:00:00 AM,2015,1,Sáb,09:15:00:AM,Solo daños,Choque,CRA_21_CALLE_44,,,1
